id,fecha_entrega,fecha_ultima,fecha_penultima,fecha_antepenultima,kms_ultima,kms_penultima,kms_antepenultima,dias_para_5000
75,0000-00-00,2020-08-20,0000-00-00,0000-00-00,1,0,0,1
76,0000-00-00,2020-09-30,2020-07-08,0000-00-00,2,1,0,0
77,0000-00-00,2020-05-27,2020-05-23,2020-05-18,3,2,1,1
78,0000-00-00,2020-07-17,0000-00-00,0000-00-00,12,0,0,0
79,0000-00-00,2020-06-30,0000-00-00,0000-00-00,1,0,0,0
80,0000-00-00,2020-08-10,2020-06-27,0000-00-00,3,1,0,0
81,0000-00-00,2020-07-15,2020-07-10,2020-07-08,4,2,1,0
82,0000-00-00,2020-06-25,0000-00-00,0000-00-00,1,0,0,0
83,0000-00-00,2020-07-30,2020-07-23,2020-07-08,3,2,1,0
84,0000-00-00,2020-06-30,0000-00-00,0000-00-00,2,0,0,0
85,0000-00-00,2020-07-15,2020-07-13,0000-00-00,2,1,0,0
86,0000-00-00,2020-07-16,2020-06-23,2020-06-04,3,2,1,1
87,0000-00-00,2020-06-18,0000-00-00,0000-00-00,1,0,0,1
88,0000-00-00,2020-06-19,0000-00-00,0000-00-00,1,0,0,1
89,0000-00-00,2020-09-07,2020-09-01,2020-07-21,3,2,1,0
90,0000-00-00,2020-07-07,0000-00-00,0000-00-00,1,0,0,1
91,0000-00-00,2020-07-08,0000-00-00,0000-00-00,1,0,0,0
92,0000-00-00,2020-07-21,0000-00-00,0000-00-00,1,0,0,0
93,0000-00-00,2020-07-15,0000-00-00,0000-00-00,1,0,0,1
94,0000-00-00,2020-07-16,2020-07-07,2020-06-17,800,664,2,0
95,0000-00-00,2020-07-22,2020-07-21,2020-07-16,6,5,4,1
96,0000-00-00,2020-07-22,2020-07-03,0000-00-00,5,4,0,0
97,0000-00-00,2020-07-03,2020-07-02,0000-00-00,6,5,0,1
98,0000-00-00,2020-07-03,2020-07-02,0000-00-00,6,5,0,1
99,0000-00-00,2020-10-20,2020-09-05,2020-07-10,7,6,5,0
100,0000-00-00,2020-08-12,2020-07-31,2020-07-27,173,172,171,0
101,0000-00-00,2020-08-22,2020-07-10,0000-00-00,4,3,0,0
102,0000-00-00,2020-08-06,2020-07-28,2020-07-27,12,10,9,0
103,0000-00-00,2021-01-21,2021-01-19,2020-10-09,8,7,6,1
104,0000-00-00,2020-08-27,2020-08-18,0000-00-00,2,1,0,0
105,0000-00-00,2020-08-20,0000-00-00,0000-00-00,1,0,0,0
106,0000-00-00,2020-08-20,0000-00-00,0000-00-00,1,0,0,1
107,0000-00-00,2020-10-01,2020-08-12,0000-00-00,2,1,0,0
108,0000-00-00,2020-08-05,0000-00-00,0000-00-00,1,0,0,0
109,0000-00-00,2020-08-06,2020-07-28,0000-00-00,2,1,0,0
110,0000-00-00,2020-08-12,2020-08-06,2020-08-05,3,2,1,0
111,0000-00-00,2020-08-20,2020-08-05,0000-00-00,2,1,0,1
112,0000-00-00,2020-08-05,0000-00-00,0000-00-00,1,0,0,1
113,0000-00-00,2020-08-31,0000-00-00,0000-00-00,9,0,0,1
114,0000-00-00,2020-11-20,2020-10-08,0000-00-00,2,1,0,0
115,0000-00-00,2020-09-23,0000-00-00,0000-00-00,1,0,0,0
116,0000-00-00,2020-09-29,2020-09-18,0000-00-00,2,1,0,0
117,0000-00-00,2020-09-01,2020-08-31,2020-08-25,3,2,1,1
118,0000-00-00,2020-09-05,2020-09-03,2020-08-25,3,2,1,1
119,0000-00-00,2020-08-25,0000-00-00,0000-00-00,1,0,0,0
120,0000-00-00,2020-10-29,2020-10-23,0000-00-00,2,1,0,0
121,0000-00-00,2020-10-19,0000-00-00,0000-00-00,1111,0,0,0
122,0000-00-00,2020-10-19,2020-10-07,2020-09-28,1070,1070,1069,1
123,0000-00-00,2020-10-19,0000-00-00,0000-00-00,1111,0,0,0
124,0000-00-00,2020-10-10,2020-10-09,2020-09-28,3,2,1,0
125,0000-00-00,2020-09-30,0000-00-00,0000-00-00,1,0,0,1
126,0000-00-00,2020-09-28,0000-00-00,0000-00-00,1,0,0,0
127,0000-00-00,2020-09-18,2020-09-04,0000-00-00,170,169,0,1
128,0000-00-00,2020-09-25,2020-09-18,0000-00-00,2,1,0,0
129,0000-00-00,2020-10-05,2020-09-15,0000-00-00,2,1,0,1
130,0000-00-00,2020-09-23,0000-00-00,0000-00-00,1,0,0,1
131,0000-00-00,2020-10-08,0000-00-00,0000-00-00,1,0,0,1
132,0000-00-00,2020-09-18,0000-00-00,0000-00-00,1,0,0,1
133,0000-00-00,2020-11-20,2020-11-18,2020-09-28,3,2,1,0
134,0000-00-00,2020-10-20,0000-00-00,0000-00-00,1,0,0,0
135,0000-00-00,2020-09-30,2020-09-18,0000-00-00,2,1,0,0
136,0000-00-00,2020-11-05,0000-00-00,0000-00-00,1,0,0,1
137,0000-00-00,2021-02-26,0000-00-00,0000-00-00,1,0,0,0
138,0000-00-00,2021-05-20,2021-03-10,2020-09-18,31,30,4,0
139,0000-00-00,2020-09-23,0000-00-00,0000-00-00,1,0,0,1
140,0000-00-00,2020-09-12,0000-00-00,0000-00-00,170,0,0,1
141,0000-00-00,2020-09-14,2020-09-04,0000-00-00,5,4,0,1
142,0000-00-00,2020-09-28,2020-09-14,2020-09-04,6,5,4,0
143,0000-00-00,2020-09-30,2020-09-29,2020-09-28,7,6,5,0
144,0000-00-00,2020-10-13,0000-00-00,0000-00-00,1,0,0,0
145,0000-00-00,2020-10-15,2020-10-09,0000-00-00,2,1,0,0
146,0000-00-00,2020-10-02,0000-00-00,0000-00-00,1,0,0,0
147,0000-00-00,2020-11-04,0000-00-00,0000-00-00,1,0,0,1
148,0000-00-00,2021-02-04,0000-00-00,0000-00-00,1,0,0,1
149,0000-00-00,2020-09-30,2020-09-26,0000-00-00,3,1,0,0
150,0000-00-00,2020-10-01,0000-00-00,0000-00-00,1,0,0,1
151,0000-00-00,2020-10-23,2020-10-22,0000-00-00,2,1,0,1
152,0000-00-00,2020-10-30,2020-10-09,0000-00-00,198,197,0,0
153,0000-00-00,2020-10-21,2020-10-09,2020-10-08,9,8,7,0
154,0000-00-00,2020-10-05,0000-00-00,0000-00-00,4,0,0,0
155,0000-00-00,2020-10-07,2020-10-06,0000-00-00,4,3,0,0
156,0000-00-00,2020-10-07,0000-00-00,0000-00-00,1,0,0,0
157,0000-00-00,2020-11-20,0000-00-00,0000-00-00,1,0,0,1
158,0000-00-00,2020-10-07,0000-00-00,0000-00-00,1,0,0,1
159,0000-00-00,2020-11-20,2020-10-01,0000-00-00,2,1,0,1
160,0000-00-00,2020-10-09,0000-00-00,0000-00-00,1,0,0,0
161,0000-00-00,2020-10-13,0000-00-00,0000-00-00,1,0,0,0
162,0000-00-00,2020-10-30,0000-00-00,0000-00-00,1,0,0,0
163,0000-00-00,2020-11-07,2020-10-23,0000-00-00,2,1,0,0
164,0000-00-00,2021-02-17,2020-11-17,0000-00-00,2,1,0,1
165,0000-00-00,2020-10-27,0000-00-00,0000-00-00,1,0,0,0
166,0000-00-00,2021-01-04,0000-00-00,0000-00-00,1,0,0,0
167,0000-00-00,2020-10-27,0000-00-00,0000-00-00,1,0,0,0
168,0000-00-00,2021-03-15,0000-00-00,0000-00-00,1,0,0,1
169,0000-00-00,2020-10-27,0000-00-00,0000-00-00,1,0,0,1
170,0000-00-00,2020-10-08,0000-00-00,0000-00-00,27,0,0,1
171,0000-00-00,2020-10-08,0000-00-00,0000-00-00,25,0,0,1
172,0000-00-00,2021-04-08,2020-10-09,2020-10-07,39,7,6,0
173,0000-00-00,2020-10-09,0000-00-00,0000-00-00,6,0,0,1
174,0000-00-00,2020-10-07,2020-10-06,0000-00-00,4,3,0,0
175,0000-00-00,2020-11-11,2020-10-07,2020-10-06,11,4,10,0
176,0000-00-00,2020-11-17,2020-11-12,2020-11-11,4,3,2,0
177,0000-00-00,2017-06-30,2016-09-23,2016-09-08,21,19,18,0
178,0000-00-00,2016-08-22,2016-08-16,0000-00-00,11,10,0,1
179,0000-00-00,2015-03-25,2015-03-24,2015-01-29,12,11,10,0
180,0000-00-00,2017-09-28,2017-08-17,2017-06-15,21,2,8,1
181,0000-00-00,2016-10-12,2016-10-04,2016-08-31,6,5,5,1
182,2017-06-10,2017-06-09,2017-04-29,0000-00-00,71,70,0,1
183,0000-00-00,2023-05-29,0000-00-00,0000-00-00,31,0,0,0
184,0000-00-00,2023-04-17,0000-00-00,0000-00-00,4,0,0,1
185,0000-00-00,2017-06-22,2017-05-20,2017-05-17,12,12,8,1
186,0000-00-00,2015-01-17,2015-01-16,2015-01-05,12,11,10,0
187,0000-00-00,2016-11-25,2016-11-24,2016-11-21,6,5,4,0
188,0000-00-00,2015-12-23,0000-00-00,0000-00-00,188931,0,0,0
189,0000-00-00,2017-10-19,2017-05-02,2017-02-10,17387,11254,7630,1
190,0000-00-00,2022-05-12,0000-00-00,0000-00-00,10,0,0,0
191,0000-00-00,2016-01-27,2015-11-11,2015-06-25,10,10,10,0
192,0000-00-00,2022-12-07,0000-00-00,0000-00-00,91252,0,0,1
193,2017-07-25,2017-03-15,2017-03-14,0000-00-00,6,5,0,1
194,0000-00-00,2017-05-23,2017-01-24,0000-00-00,6,6,0,1
195,2017-02-06,2017-01-31,2017-01-25,2017-01-19,9,8,7,1
196,0000-00-00,2016-04-25,2016-02-24,2016-02-09,4312,2012,1285,0
197,0000-00-00,2015-05-21,0000-00-00,0000-00-00,10,0,0,1
198,0000-00-00,2022-10-25,2022-09-14,0000-00-00,11,10,0,0
199,0000-00-00,2023-05-29,0000-00-00,0000-00-00,31,0,0,1
200,0000-00-00,2015-08-31,0000-00-00,0000-00-00,5,0,0,1
201,0000-00-00,2017-02-24,2017-02-13,2017-01-17,7,4,1,1
202,0000-00-00,2017-10-26,2017-10-20,0000-00-00,8,8,0,0
203,0000-00-00,2017-05-30,2017-01-06,2016-12-12,8,7,6,1
204,0000-00-00,2023-05-29,0000-00-00,0000-00-00,30,0,0,0
205,0000-00-00,2017-06-22,2017-05-24,2017-04-19,8,8,7,0
206,0000-00-00,2023-09-02,0000-00-00,0000-00-00,11,0,0,1
207,0000-00-00,2016-12-22,2016-09-14,0000-00-00,7,6,0,0
208,0000-00-00,2016-01-20,2016-01-19,2015-07-27,13,12,11,1
209,0000-00-00,2023-05-30,0000-00-00,0000-00-00,30,0,0,0
210,0000-00-00,2017-01-31,2016-11-18,2016-07-21,10,9,8,1
211,0000-00-00,2016-09-09,2016-09-07,2016-09-06,7,6,5,1
212,0000-00-00,2023-10-18,2023-09-23,0000-00-00,31,30,0,1
213,0000-00-00,2019-03-08,2019-02-04,2019-01-29,20,14,13,0
214,2017-07-25,2017-04-24,2017-03-29,0000-00-00,5,5,0,0
215,0000-00-00,2023-09-11,2023-09-08,0000-00-00,31,30,0,0
216,0000-00-00,2016-04-20,2016-03-09,0000-00-00,5,5,0,1
217,0000-00-00,2017-04-18,2017-04-17,0000-00-00,5,4,0,0
218,2017-07-25,2017-05-11,2016-12-19,2016-12-15,10,9,8,1
219,0000-00-00,2018-05-29,0000-00-00,0000-00-00,11,0,0,1
220,0000-00-00,2017-04-12,2017-04-04,2017-03-31,6,6,5,0
221,2017-01-04,2016-10-18,0000-00-00,0000-00-00,7,0,0,1
222,0000-00-00,2019-12-23,2019-10-25,0000-00-00,11,10,0,0
223,0000-00-00,2015-07-15,2015-06-17,2015-06-09,12,12,11,1
224,0000-00-00,2015-06-26,2015-04-09,0000-00-00,233,10,0,0
225,0000-00-00,2022-10-12,2022-10-11,2022-09-21,14,13,12,0
226,0000-00-00,2017-10-27,2017-10-20,2017-08-29,18,16,15,0
227,0000-00-00,2022-10-14,2022-09-06,0000-00-00,12,11,0,0
228,0000-00-00,2015-10-21,2015-10-16,2015-10-07,11,11,10,1
229,0000-00-00,2023-06-05,2023-05-15,2023-05-06,199,198,50,0
230,0000-00-00,2019-01-11,0000-00-00,0000-00-00,10,0,0,1
231,0000-00-00,2019-01-11,0000-00-00,0000-00-00,2,0,0,0
232,0000-00-00,2019-01-11,0000-00-00,0000-00-00,2,0,0,0
233,0000-00-00,2019-01-11,0000-00-00,0000-00-00,11,0,0,1
234,0000-00-00,2019-01-11,0000-00-00,0000-00-00,10,0,0,0
235,0000-00-00,2019-01-11,0000-00-00,0000-00-00,10,0,0,1
236,0000-00-00,2019-01-11,0000-00-00,0000-00-00,10,0,0,1
237,0000-00-00,2019-01-11,0000-00-00,0000-00-00,1,0,0,1
238,0000-00-00,2019-01-11,0000-00-00,0000-00-00,2,0,0,1
239,0000-00-00,2019-01-11,0000-00-00,0000-00-00,2,0,0,1
240,0000-00-00,2019-01-11,0000-00-00,0000-00-00,1,0,0,0
241,0000-00-00,2019-01-11,0000-00-00,0000-00-00,10,0,0,1
242,0000-00-00,2019-01-11,0000-00-00,0000-00-00,1,0,0,1
243,0000-00-00,2017-10-05,2017-09-27,0000-00-00,25,23,0,0
244,0000-00-00,2017-09-30,2017-09-06,0000-00-00,28,21,0,0
245,0000-00-00,2017-08-02,0000-00-00,0000-00-00,17,0,0,1
246,0000-00-00,2019-04-04,0000-00-00,0000-00-00,42015,0,0,1
247,0000-00-00,2019-08-02,0000-00-00,0000-00-00,71621,0,0,0
248,0000-00-00,2017-08-24,0000-00-00,0000-00-00,11,0,0,1
249,0000-00-00,2017-09-26,0000-00-00,0000-00-00,13,0,0,1
250,0000-00-00,2017-08-30,0000-00-00,0000-00-00,2,0,0,0
251,0000-00-00,2017-09-19,0000-00-00,0000-00-00,16,0,0,1
252,0000-00-00,2017-05-16,2017-03-27,2017-03-21,22,22,21,0
253,0000-00-00,2015-02-11,2015-02-09,2015-01-28,9,9,9,1
254,2016-11-28,2016-11-28,2016-11-01,2016-09-15,7,6,5,1
255,0000-00-00,2022-11-02,2022-09-06,0000-00-00,12,11,0,1
256,0000-00-00,2016-06-20,2016-04-05,2015-10-15,168,160,158,0
257,0000-00-00,2015-01-15,2015-01-14,0000-00-00,10,8,0,0
258,0000-00-00,2015-02-23,2015-01-23,2015-01-05,12,10,10,0
259,0000-00-00,2015-11-20,2015-08-05,0000-00-00,6,5,0,1
260,0000-00-00,2023-10-30,0000-00-00,0000-00-00,30,0,0,0
261,0000-00-00,2023-09-22,0000-00-00,0000-00-00,51,0,0,1
262,0000-00-00,2016-06-17,2016-04-28,0000-00-00,6,5,0,0
263,0000-00-00,2023-09-30,0000-00-00,0000-00-00,30,0,0,1
264,0000-00-00,2015-03-03,2015-03-02,2015-02-25,12,11,10,1
265,0000-00-00,2016-08-01,2016-04-28,0000-00-00,8,5,0,0
266,0000-00-00,2022-11-18,2022-09-06,0000-00-00,105,100,0,0
267,2016-12-15,2016-12-15,2016-06-16,2015-12-21,184,181,1,0
268,0000-00-00,2023-05-09,2022-09-06,0000-00-00,101,100,0,1
269,0000-00-00,2023-04-05,2022-09-06,0000-00-00,101,100,0,0
270,0000-00-00,2022-12-06,2022-10-31,2022-09-12,390,203,202,1
271,0000-00-00,2022-10-12,2022-09-15,0000-00-00,21,20,0,1
272,0000-00-00,2022-11-03,2022-10-04,2022-09-28,4,3,10,0
273,0000-00-00,2018-08-29,2018-08-28,2018-05-15,24,23,22,0
274,0000-00-00,2017-05-02,0000-00-00,0000-00-00,5,0,0,1
275,0000-00-00,2015-07-31,2015-07-17,2015-07-14,12,12,11,1
276,0000-00-00,2023-09-30,0000-00-00,0000-00-00,30,0,0,0
277,2017-07-21,2017-04-29,0000-00-00,0000-00-00,5,0,0,0
278,0000-00-00,2015-11-09,2015-11-06,2015-04-22,10,10,10,0
279,0000-00-00,2018-05-23,2018-05-17,0000-00-00,11,10,0,0
280,0000-00-00,2017-06-30,2017-05-05,0000-00-00,9,5,0,1
281,0000-00-00,2016-02-17,2016-02-10,0000-00-00,12,12,0,0
282,0000-00-00,2016-05-23,2015-11-05,0000-00-00,22,12,0,0
283,0000-00-00,2017-06-27,2017-06-22,2017-05-23,7,6,5,0
284,2017-07-25,2017-01-19,2017-01-16,0000-00-00,5,4,0,1
285,0000-00-00,2017-06-02,2017-04-21,2017-04-03,10,10,9,0
286,0000-00-00,2015-10-16,2015-09-29,2015-08-26,12,11,11,0
287,0000-00-00,2016-05-07,2016-05-05,2016-05-03,7,6,6,1
288,0000-00-00,2015-04-22,2015-02-26,2015-01-29,10,10,10,0
289,0000-00-00,2015-07-11,2015-07-09,2015-07-01,10,10,10,0
290,0000-00-00,2017-08-17,0000-00-00,0000-00-00,2,0,0,0
291,0000-00-00,2015-02-23,2015-02-17,2015-02-12,8,8,8,0
292,2017-07-25,2017-04-12,2017-04-11,2017-02-13,7,6,5,1
293,0000-00-00,2016-07-06,2016-04-14,2016-02-29,12,11,10,1
294,2016-12-29,2016-12-07,2016-12-01,2016-05-06,9,7,6,1
295,0000-00-00,2016-05-02,2016-01-29,2015-09-15,19989,15263,10124,1
296,0000-00-00,2016-01-12,2015-09-09,2015-04-13,16850,11118,5621,1
297,0000-00-00,2016-05-31,2016-02-29,2015-09-15,19976,15111,10197,1
298,0000-00-00,2016-08-02,2016-06-22,2016-05-21,12,11,10,1
299,0000-00-00,2017-03-25,2015-12-16,2015-12-07,13,11,10,1
300,0000-00-00,2016-02-19,2016-02-18,2016-02-17,10,10,5,0
301,0000-00-00,2015-12-28,2015-12-04,2015-08-05,9,6,3,1
302,0000-00-00,2017-06-15,2017-03-24,0000-00-00,9,8,0,0
303,0000-00-00,2015-10-23,2015-09-23,2015-09-14,6,6,6,0
304,0000-00-00,2022-09-14,2022-09-12,0000-00-00,11,10,0,0
305,0000-00-00,2017-06-27,2017-05-25,2017-05-09,26,10,9,1
306,0000-00-00,2015-02-23,2015-02-18,0000-00-00,8,8,0,1
307,0000-00-00,2016-12-15,2016-12-13,2016-11-22,9,8,7,1
308,0000-00-00,2015-02-23,2015-02-18,0000-00-00,7,7,0,0
309,0000-00-00,2015-12-09,2015-08-12,0000-00-00,5,5,0,1
310,0000-00-00,2015-02-23,2015-02-18,0000-00-00,5,5,0,0
311,0000-00-00,2015-02-23,2015-02-18,0000-00-00,8,8,0,1
312,0000-00-00,2017-05-15,2017-05-12,0000-00-00,17,8,0,1
313,0000-00-00,2017-08-11,2017-04-25,2017-04-20,101,5,5,0
314,0000-00-00,2017-05-23,2017-05-19,2016-12-19,19,18,7,0
315,2017-07-25,2017-04-12,2017-04-11,0000-00-00,6,2,0,0
316,0000-00-00,2018-02-14,2018-01-25,2017-11-30,21,20,9,0
317,0000-00-00,2016-07-26,0000-00-00,0000-00-00,10,0,0,1
318,0000-00-00,2015-05-25,2015-05-15,2015-02-23,193,193,10,1
319,0000-00-00,2015-04-27,2015-04-22,0000-00-00,11,10,0,1
320,0000-00-00,2015-12-11,2015-11-09,2015-10-02,472,11,10,0
321,0000-00-00,2015-09-18,2015-08-27,2015-07-02,12,11,10,1
322,2017-02-27,2017-02-25,2017-02-13,2017-01-19,7,6,5,0
323,0000-00-00,2017-11-09,0000-00-00,0000-00-00,7,0,0,0
324,0000-00-00,2015-10-28,2015-10-23,0000-00-00,10,7,0,0
325,0000-00-00,2016-06-11,0000-00-00,0000-00-00,10,0,0,0
326,0000-00-00,2016-09-21,0000-00-00,0000-00-00,9,0,0,0
327,0000-00-00,2017-02-03,2017-02-01,2016-09-27,10,9,8,1
328,2016-11-18,2016-10-04,0000-00-00,0000-00-00,8,0,0,0
329,2017-07-25,2017-03-16,2017-01-19,0000-00-00,6,5,0,0
330,0000-00-00,2017-02-13,0000-00-00,0000-00-00,4,0,0,0
331,0000-00-00,2017-05-09,2017-05-05,2017-04-05,8,8,5,0
332,0000-00-00,2017-04-04,0000-00-00,0000-00-00,5,0,0,1
333,2017-07-25,2017-06-23,2017-04-26,2017-04-22,7,5,1,1
334,0000-00-00,2017-04-24,2017-04-20,0000-00-00,5,5,0,1
335,2017-07-24,2017-04-22,0000-00-00,0000-00-00,6,0,0,1
336,0000-00-00,2017-04-22,2017-04-21,0000-00-00,6,5,0,1
337,0000-00-00,2017-04-22,2017-04-20,0000-00-00,6,5,0,0
338,0000-00-00,2017-05-04,2017-04-22,0000-00-00,6,6,0,1
339,0000-00-00,2017-05-16,0000-00-00,0000-00-00,5,0,0,0
340,0000-00-00,2017-04-21,0000-00-00,0000-00-00,5,0,0,0
341,2017-07-24,2017-06-30,2017-05-10,0000-00-00,6,5,0,1
342,0000-00-00,2017-05-16,2017-04-22,0000-00-00,5,1,0,0
343,0000-00-00,2017-05-05,2017-05-04,0000-00-00,6,5,0,0
344,0000-00-00,2017-05-02,0000-00-00,0000-00-00,5,0,0,1
345,0000-00-00,2017-05-04,2017-04-28,0000-00-00,7,5,0,0
346,0000-00-00,2017-05-09,0000-00-00,0000-00-00,5,0,0,1
347,2017-05-17,2017-05-17,0000-00-00,0000-00-00,5,0,0,0
348,0000-00-00,2018-02-08,0000-00-00,0000-00-00,7,0,0,1
349,0000-00-00,2018-04-21,2018-02-23,0000-00-00,8,6,0,0
350,0000-00-00,2018-03-26,0000-00-00,0000-00-00,6,0,0,1
351,0000-00-00,2018-01-11,2017-12-18,0000-00-00,8,8,0,0
352,0000-00-00,2018-04-26,0000-00-00,0000-00-00,2,0,0,0
353,0000-00-00,2018-01-19,0000-00-00,0000-00-00,4,0,0,0
354,0000-00-00,2018-02-20,2018-02-12,0000-00-00,4,2,0,0
355,0000-00-00,2018-04-12,2018-04-06,0000-00-00,6,2,0,0
356,0000-00-00,2018-03-27,0000-00-00,0000-00-00,3,0,0,1
357,0000-00-00,2018-06-25,2018-06-18,0000-00-00,3,2,0,0
358,0000-00-00,2018-04-21,2018-04-13,2018-02-28,5,3,2,0
359,0000-00-00,2018-04-11,2018-04-09,0000-00-00,100,6,0,0
360,0000-00-00,2018-02-16,0000-00-00,0000-00-00,7,0,0,1
361,0000-00-00,2018-02-12,0000-00-00,0000-00-00,5,0,0,0
362,0000-00-00,2018-03-15,0000-00-00,0000-00-00,3,0,0,0
363,0000-00-00,2018-02-14,0000-00-00,0000-00-00,4,0,0,0
364,0000-00-00,2018-02-08,0000-00-00,0000-00-00,10,0,0,1
