id,fecha_entrega,fecha_ultima,fecha_penultima,fecha_antepenultima,kms_ultima,kms_penultima,kms_antepenultima,dias_para_5000
121,0000-00-00,2017-07-13,2017-04-10,0000-00-00,11492,4998,0,0
122,2017-01-25,2017-07-14,2017-05-24,2017-03-31,12753,9330,4969,1
123,2017-06-06,2020-01-24,2018-01-25,2017-09-14,46788,10590,5352,0
124,2017-04-26,2021-07-16,2020-07-23,2020-06-18,34038,25051,24554,0
125,2017-04-29,2022-03-19,2021-09-18,2021-03-20,56417,51852,48547,0
126,2017-04-29,2021-06-18,2021-01-22,2020-09-18,57890,43201,43200,1
127,2017-07-12,2022-12-16,2021-12-27,2021-10-23,153318,124717,118593,0
128,2017-06-30,2018-03-23,2017-11-24,2017-09-14,15275,9075,5321,0
129,2018-02-06,2018-10-19,0000-00-00,0000-00-00,4448,0,0,1
130,2017-07-18,2020-11-20,2019-09-19,2017-11-24,32623,23293,5431,0
131,2017-07-18,2019-01-17,2018-07-27,2018-06-22,15500,10087,9595,1
132,2017-08-04,2021-02-18,2020-11-21,2020-08-21,42127,39130,33600,0
133,2017-08-01,2022-07-25,2022-07-22,2022-05-31,141019,141018,136525,0
134,2017-08-26,2022-08-20,2022-07-23,2021-06-19,35381,34479,26639,1
135,2017-08-18,2019-05-16,2018-09-21,2018-04-19,7733,2985,1654,1
136,2017-08-24,2023-08-18,2023-02-25,2022-07-23,69738,65679,58948,0
137,2017-08-24,2019-05-16,0000-00-00,0000-00-00,28796,0,0,0
138,2017-08-30,2019-01-18,2018-01-25,0000-00-00,9561,5518,0,1
139,2017-09-07,2018-05-17,2017-10-27,2017-09-13,10268,2856,233,1
140,2017-10-27,2020-08-21,2019-06-21,2018-03-22,17121,13082,5191,0
141,2017-09-11,2018-12-26,2018-01-25,0000-00-00,17276,5334,0,1
142,2017-10-28,2020-10-24,2020-02-21,2019-02-22,37715,29747,16507,0
143,2017-10-28,2020-10-23,2019-02-21,2018-07-26,15654,9164,4797,0
144,2017-11-25,2018-05-17,0000-00-00,0000-00-00,5119,0,0,0
145,2017-12-06,2018-08-31,0000-00-00,0000-00-00,6176,0,0,1
146,2017-11-29,2019-09-19,2019-04-11,2018-11-23,21052,15940,10651,1
147,2017-11-29,2021-07-16,2021-02-18,2020-08-20,41763,36034,29939,0
148,0000-00-00,2019-06-21,2018-10-04,2018-08-08,53955,24972,20438,0
149,2017-12-28,2018-06-21,0000-00-00,0000-00-00,5443,0,0,0
150,2017-12-28,2022-05-21,2021-06-19,2021-05-22,76962,56108,55589,1
151,2017-12-28,2019-09-19,2019-05-16,2018-10-19,21798,17800,10827,1
152,0000-00-00,2020-09-18,2019-09-19,2018-11-22,74682,52559,27741,0
153,2018-01-26,2021-05-22,2020-10-23,2019-09-20,35055,29948,19469,0
154,0000-00-00,2019-01-17,2018-11-23,2018-10-27,25952,21233,19849,1
155,2018-02-03,2020-02-20,2019-05-16,2019-01-18,34531,25903,20377,0
156,2018-02-03,2023-05-02,2018-08-31,2018-05-18,79982,10379,4992,1
157,2018-03-13,2022-10-03,2022-01-04,2021-08-20,83597,69170,61231,0
158,2018-03-05,2018-10-31,0000-00-00,0000-00-00,1,0,0,0
159,2018-03-20,2023-07-07,2021-07-17,2021-04-30,85000,68791,65443,1
160,2018-03-05,2019-11-22,2019-03-21,0000-00-00,26118,14193,0,0
161,0000-00-00,2020-11-20,2019-08-23,2019-06-21,73804,39417,32552,1
162,2018-04-11,2018-10-19,2018-07-26,0000-00-00,10229,5377,0,1
163,2018-04-03,2018-04-19,0000-00-00,0000-00-00,90,0,0,0
164,0000-00-00,2018-09-20,0000-00-00,0000-00-00,5770,0,0,0
165,0000-00-00,2022-02-18,2021-08-20,2021-02-20,23176,21087,17116,0
166,0000-00-00,2018-10-17,0000-00-00,0000-00-00,10744,0,0,1
167,0000-00-00,2019-09-20,2019-07-18,2019-05-17,45140,39976,34152,0
168,0000-00-00,2023-04-21,2023-03-17,2022-08-20,56438,55942,53117,0
169,2018-05-08,2019-11-26,2019-05-15,2018-11-09,10012,6079,2464,0
170,0000-00-00,2018-10-29,2018-10-22,2018-09-14,8094,8043,6949,0
171,2018-05-05,2019-08-23,2019-06-20,2019-01-17,17525,16406,10550,1
172,0000-00-00,2020-03-19,2019-12-19,2019-01-17,7561,6483,1970,1
173,0000-00-00,2019-01-17,2018-10-19,0000-00-00,15408,10249,0,1
174,0000-00-00,2019-02-21,2018-10-16,0000-00-00,10038,4967,0,0
175,2018-07-10,2020-11-20,2019-12-19,2019-11-22,20193,15051,14573,0
176,2018-07-12,2019-12-19,2019-11-22,2019-10-18,7229,6858,6810,0
177,2018-09-03,2019-10-18,2019-03-22,2018-10-03,7557,3209,2,1
178,2018-07-06,2022-08-19,2021-06-18,2020-10-22,47062,24769,19860,0
179,2018-10-05,2019-08-23,2019-08-05,2019-06-21,38700,35915,30524,0
180,2018-08-04,2019-01-17,0000-00-00,0000-00-00,8856,0,0,1
181,2018-07-30,2023-04-05,2021-05-21,2018-12-06,47007,28924,5744,1
182,2018-07-27,2020-03-20,2018-07-26,0000-00-00,33215,1,0,0
183,2019-03-26,2019-12-19,0000-00-00,0000-00-00,7229,0,0,1
184,2018-08-01,2023-03-17,2020-09-18,2019-12-19,49187,19922,15263,1
185,2018-08-04,2022-01-21,2021-03-19,2019-09-19,34957,25945,16063,0
186,2018-09-29,2020-07-24,2020-03-19,2020-01-23,52504,46923,42054,1
187,2018-09-17,2022-03-18,2020-08-21,2019-11-27,30941,21042,16433,1
188,2018-09-06,2023-05-20,2022-10-21,2022-06-17,11463,6889,4789,0
189,0000-00-00,2019-08-22,0000-00-00,0000-00-00,14241,0,0,0
190,2018-10-01,2023-04-21,2022-07-22,2022-03-18,88216,79160,74358,1
191,2018-08-18,2022-06-17,2022-02-18,2021-06-19,35985,33613,27325,0
192,2018-09-17,2020-02-20,2019-08-23,2019-01-18,16542,10842,5085,1
193,2018-09-10,2019-06-20,2019-01-17,0000-00-00,9153,4809,0,0
194,2018-09-24,2022-03-19,2021-03-18,2021-01-21,125694,89041,82513,0
195,0000-00-00,2019-10-18,0000-00-00,0000-00-00,22045,0,0,1
196,2018-11-16,2021-10-22,2019-11-21,2019-10-17,66069,26805,25246,0
197,2018-12-03,2020-10-21,2019-03-22,2019-01-17,59062,10070,4711,0
198,2018-12-04,2020-03-19,2019-06-21,0000-00-00,9138,3650,0,1
199,2019-04-08,2023-05-20,2022-03-24,2021-03-20,13787,12147,9748,1
200,2020-09-03,2021-03-18,0000-00-00,0000-00-00,5632,0,0,0
201,2019-03-29,2022-12-16,2021-04-30,0000-00-00,68527,38136,0,0
202,2019-04-06,2019-07-17,2019-05-17,0000-00-00,10982,4824,0,1
203,2018-12-21,2019-06-20,2019-04-12,2019-02-22,17212,9967,4956,0
204,2018-12-21,2022-01-22,2020-07-24,2020-03-19,51144,27872,24307,0
205,2019-01-12,2021-01-22,0000-00-00,0000-00-00,14794,0,0,0
206,2019-01-16,2021-11-19,2021-11-09,2021-08-21,14483,14194,11993,1
207,2019-02-08,2021-05-21,2020-10-23,2019-11-22,30486,20107,13247,1
208,2019-02-05,2019-12-19,0000-00-00,0000-00-00,4980,0,0,1
209,2019-02-11,2023-05-12,2023-04-17,2020-01-23,229115,229100,34120,0
210,2019-02-18,2022-09-17,2020-06-18,2019-08-06,23230,12411,5556,1
211,2019-02-26,2021-02-20,2020-07-24,0000-00-00,35264,29984,0,1
212,2019-03-05,2021-07-19,2021-04-30,2020-08-20,36401,32436,22820,0
213,2019-04-06,2019-09-30,2019-07-18,2019-05-17,16565,10754,4980,0
214,2019-04-27,2021-01-22,2020-06-18,2019-10-18,12307,9450,4632,0
215,2019-04-27,2019-08-23,2019-06-21,0000-00-00,10634,5116,0,1
216,2019-05-03,2021-08-21,2020-06-18,2019-11-22,13312,8488,3668,0
217,2019-05-28,2023-06-23,2022-12-16,2022-06-17,22285,20022,18305,1
218,2019-05-31,2021-05-22,2021-01-21,2020-07-24,27116,21494,15467,0
219,2019-05-28,2019-12-19,2019-08-23,0000-00-00,11218,5612,0,1
220,2019-07-19,2021-04-16,2021-04-05,2020-10-23,34932,34121,24743,0
221,2020-08-26,2023-08-19,2023-01-21,2022-09-16,32063,26321,21119,0
222,2019-07-11,2023-02-13,2021-01-22,2020-08-31,56043,20011,16432,0
223,2019-06-27,2023-06-23,2022-10-22,2022-03-19,20834,15636,13056,0
224,2019-09-03,2019-12-19,0000-00-00,0000-00-00,4943,0,0,0
225,2019-06-27,2019-12-19,0000-00-00,0000-00-00,4985,0,0,0
226,2019-09-12,2021-10-22,2021-01-22,2020-10-23,49297,33384,27573,0
227,2019-08-17,2020-02-21,0000-00-00,0000-00-00,10323,0,0,0
228,2019-09-03,2023-01-03,2022-09-12,2022-05-21,48724,43684,38308,0
229,2019-08-05,2020-06-19,2019-11-21,0000-00-00,18321,6254,0,1
230,2019-09-11,2020-03-19,2020-02-21,0000-00-00,18782,16701,0,1
231,2019-09-14,2021-09-10,2020-08-13,2020-03-07,16788,7981,5371,0
232,2019-06-19,2023-02-10,2023-01-19,2022-03-26,90327,88659,72536,1
233,2019-09-21,2020-12-28,2020-02-21,2019-12-21,22105,9831,5377,1
234,2019-11-12,2022-07-25,2022-07-01,2021-12-04,34645,33916,24394,0
235,2019-12-21,2020-03-19,0000-00-00,0000-00-00,5016,0,0,1
236,2019-12-30,2022-05-20,2020-07-01,2020-06-16,48679,1736,1529,1
237,2019-11-19,2023-09-23,2022-10-24,2022-08-20,66458,44774,40170,0
238,2019-11-28,2022-08-19,2021-07-21,2020-12-29,18043,12072,8416,0
239,2019-12-21,2023-09-22,2023-07-21,2021-01-21,76629,72300,18771,0
240,2019-12-27,2022-03-18,2022-01-21,2020-11-19,16142,14538,5028,0
241,2019-12-21,2020-10-23,0000-00-00,0000-00-00,10913,0,0,1
242,2019-12-12,2021-03-20,0000-00-00,0000-00-00,9476,0,0,0
243,2019-12-03,2023-03-21,2023-02-25,2022-08-20,56273,55273,43368,0
244,2019-11-28,2023-04-21,2022-12-16,2022-06-18,32578,26980,22777,1
245,2019-12-02,2022-12-28,2022-08-08,2022-06-21,48560,43558,40220,1
246,2020-09-12,2021-07-15,2021-06-28,2021-04-16,24863,24085,19199,0
247,2019-12-28,2022-12-16,2021-06-18,2020-10-22,7949,2085,1074,1
248,2020-01-23,2022-08-09,2020-11-20,2020-07-24,63028,13593,7636,0
249,2020-02-01,2023-03-18,0000-00-00,0000-00-00,36786,0,0,1
250,2020-03-03,2023-06-24,2020-08-20,0000-00-00,54498,10124,0,0
251,2020-02-13,2023-06-24,2023-02-24,2023-01-20,38042,34615,33327,1
252,2020-09-11,2023-10-20,2021-05-28,0000-00-00,75240,9803,0,1
253,2020-02-08,2020-06-18,2020-02-06,0000-00-00,6078,26,0,0
254,2020-01-21,2022-01-22,2021-01-23,0000-00-00,17300,7420,0,1
255,2020-03-04,2021-10-22,2021-02-19,2020-09-29,36162,18377,5630,0
256,2020-03-13,2022-03-19,2022-02-07,2021-12-16,14143,11705,11703,1
257,2020-08-12,2022-06-09,2020-11-20,2020-10-10,30776,5362,3189,1
258,2020-05-08,2023-04-22,2023-03-14,2023-02-25,42713,39145,38727,0
259,2020-09-04,2023-04-22,2022-03-18,2021-09-18,44370,29032,22247,0
260,2020-05-14,2022-04-23,2022-01-21,2021-03-20,23057,19497,9937,1
261,2020-06-02,2023-03-17,2022-07-22,2021-06-18,32728,26263,16940,0
262,2020-05-22,2021-02-19,2020-10-22,0000-00-00,11076,6136,0,0
263,2020-08-10,2023-08-19,2023-04-21,2022-11-21,55466,50982,44452,1
264,2020-08-02,2022-04-23,2021-09-17,0000-00-00,38565,25108,0,1
265,0000-00-00,2020-10-30,0000-00-00,0000-00-00,5087,0,0,1
266,2020-07-31,2023-08-30,2023-02-24,2022-07-22,75200,72505,55948,0
267,2020-07-25,2023-07-21,2023-02-07,2022-08-19,50834,40638,32971,1
268,2020-10-27,2023-04-22,2022-12-17,2021-02-18,36363,32189,5279,0
269,2020-10-07,2023-07-06,2023-05-10,2023-05-03,59177,55528,55363,0
270,2020-10-13,2021-10-11,2021-05-29,0000-00-00,10932,5975,0,1
271,2020-08-20,2023-09-22,0000-00-00,0000-00-00,73238,0,0,0
272,2021-06-08,2021-07-01,0000-00-00,0000-00-00,2300,0,0,0
273,2020-12-04,2023-09-23,2023-02-25,2022-08-20,28296,24039,19023,1
274,2020-11-28,2021-12-17,2021-10-05,2021-07-16,20888,16762,11201,1
275,2020-10-29,2023-04-21,2022-07-22,2021-11-22,29967,19573,11172,0
276,2020-12-18,2023-09-23,2023-03-17,2022-10-24,26956,23241,17679,0
277,2020-12-24,2021-04-30,0000-00-00,0000-00-00,5637,0,0,0
278,0000-00-00,2023-07-21,2022-07-22,2021-10-22,32090,22419,12306,1
279,2021-07-26,2023-09-22,2023-02-24,2022-08-19,13942,10976,7263,1
280,2020-12-31,2022-12-17,2022-11-09,2022-08-19,15975,14734,12348,1
281,2021-07-24,2023-03-17,2022-02-19,2021-10-23,29789,11595,6744,0
282,2021-01-15,2022-03-18,2022-02-18,0000-00-00,5801,5524,0,1
283,2021-01-21,2022-06-17,2021-05-21,0000-00-00,19798,4928,0,0
284,2021-04-30,2021-05-22,0000-00-00,0000-00-00,400,0,0,1
285,2021-02-22,2021-03-23,0000-00-00,0000-00-00,1050,0,0,0
286,2021-01-28,2023-09-22,2022-11-19,2022-07-23,39454,28958,25376,1
287,2021-02-10,2022-10-22,2022-05-20,2021-02-19,28733,19754,244,1
288,2021-03-08,2023-02-24,2022-03-18,2022-01-26,14831,6971,4000,1
289,2021-05-05,2022-03-18,2021-05-25,0000-00-00,8382,700,0,1
290,2021-10-29,2022-09-16,2022-04-22,2022-01-21,17577,9556,5509,0
291,2021-03-16,2023-03-17,2022-12-27,2022-03-18,14555,12859,5912,1
292,2021-03-31,2023-03-17,2022-03-19,2021-08-21,9869,5223,2543,1
293,2021-03-31,2023-05-20,2022-07-22,2021-12-17,27448,12743,4172,1
294,2021-03-19,2022-10-22,2022-08-20,2022-07-23,44473,38764,34282,1
295,2021-04-05,2022-10-21,2022-02-18,2021-10-20,20271,9974,1,1
296,2021-03-18,2022-03-19,2021-04-08,0000-00-00,5949,150,0,1
297,2021-06-24,2023-03-18,2022-07-23,2022-01-21,6608,4248,1524,0
298,2021-05-20,2022-03-18,2021-10-23,2021-08-04,20808,10525,1900,1
299,2021-05-15,2023-09-23,2023-03-17,2022-10-21,34831,28068,22824,1
300,2021-05-20,2022-12-17,2022-07-23,2022-06-18,16158,10883,10883,1
301,2021-05-25,2021-05-21,0000-00-00,0000-00-00,183,0,0,1
302,2021-06-19,2023-02-25,2022-08-20,2022-07-22,10151,8245,8138,1
303,2021-07-30,2023-07-21,2022-07-22,2021-08-21,18410,8323,545,0
304,2021-04-23,2023-09-05,2023-06-24,2023-03-15,22196,20340,17717,0
305,2021-04-26,2021-11-20,2021-09-17,2021-05-25,8843,5678,650,1
306,2021-06-08,2022-06-17,2022-03-18,2021-12-18,18633,14452,9687,1
307,2021-06-02,2023-06-23,2022-06-18,2021-10-04,17441,8831,4083,0
308,2021-06-01,2023-07-22,2022-05-21,2021-07-16,13879,4039,397,0
309,2021-07-01,2023-04-21,2022-10-22,2022-08-20,20477,15536,13480,1
310,2021-07-02,2022-05-20,2021-07-22,0000-00-00,12420,320,0,0
311,2021-08-27,2022-08-03,2022-03-03,2022-01-22,33220,23408,20855,0
312,2021-08-03,2023-09-23,2022-07-23,2022-03-22,31607,25155,12785,1
313,2021-08-03,2023-02-25,2022-06-17,2022-03-18,29884,20257,17782,1
314,2021-07-13,2023-02-25,2021-09-04,0000-00-00,5371,450,0,0
315,2021-07-23,2023-07-22,2023-03-22,2022-08-20,41252,30579,20070,1
316,0000-00-00,2021-12-22,0000-00-00,0000-00-00,10001,0,0,1
317,2021-09-25,2023-06-23,2023-03-17,2022-12-17,37677,33343,21931,0
318,2021-11-25,2022-09-16,2022-05-26,2022-04-23,20988,13304,10386,0
319,2021-10-30,2023-06-23,2022-06-21,2021-11-23,19491,9116,2000,0
320,2021-11-05,2023-08-04,2023-01-21,2022-12-21,28871,22195,20415,0
321,2021-11-27,2023-08-22,2023-01-20,2022-06-18,29546,19345,9884,0
322,2021-12-15,2021-12-17,0000-00-00,0000-00-00,164,0,0,1
323,2021-11-30,2022-12-17,2022-07-23,0000-00-00,6882,3905,0,0
324,2021-12-16,2022-12-16,2022-06-16,0000-00-00,2537,1784,0,1
325,2021-12-24,2021-12-24,2021-12-22,0000-00-00,2,1,0,0
326,2021-12-29,2022-01-21,0000-00-00,0000-00-00,1502,0,0,0
327,2021-12-23,2023-01-21,2022-01-07,0000-00-00,9932,500,0,0
328,2021-12-31,2022-04-11,2022-03-19,2022-01-22,4000,3749,1485,0
329,2021-12-30,2022-12-16,2022-10-21,2022-01-19,7890,6528,1000,0
330,2022-05-16,2023-09-22,2022-05-13,0000-00-00,19631,10,0,0
331,2022-02-01,2022-08-19,0000-00-00,0000-00-00,4189,0,0,1
332,2022-02-02,2022-09-15,2022-08-02,2022-06-09,20765,16964,11318,0
333,2022-02-01,2023-09-23,2023-04-22,2022-10-22,29480,20236,10894,1
334,2022-02-03,2023-02-24,2022-11-18,2022-05-23,14023,10868,3000,0
335,2022-04-26,2023-04-22,0000-00-00,0000-00-00,7960,0,0,0
336,2022-03-04,2023-10-18,2023-09-12,2023-09-05,21174,18666,18199,0
337,2022-03-04,2023-09-22,2023-08-09,2023-06-23,48457,46248,41565,0
338,2022-05-10,2023-09-22,2023-01-20,2022-05-04,22012,11241,10,0
339,2022-05-11,2022-05-10,0000-00-00,0000-00-00,1,0,0,0
340,0000-00-00,2022-06-07,0000-00-00,0000-00-00,11,0,0,1
341,2022-06-07,2023-06-24,2022-11-19,0000-00-00,22235,11774,0,1
342,0000-00-00,2015-12-21,2015-01-03,0000-00-00,250000,104789,0,0
343,0000-00-00,2016-07-07,2015-10-23,0000-00-00,276277,283236,0,0
344,0000-00-00,2015-05-21,0000-00-00,0000-00-00,498583,0,0,0
345,0000-00-00,2015-07-09,0000-00-00,0000-00-00,1,0,0,0
