id,fecha_entrega,fecha_ultima,fecha_penultima,fecha_antepenultima,kms_ultima,kms_penultima,kms_antepenultima,dias_para_5000
45,0000-00-00,2019-05-08,2019-04-17,2019-03-27,311200,309686,308907,0
46,0000-00-00,2020-07-23,2020-07-15,2020-06-25,365340,363789,363788,1
47,0000-00-00,2020-08-26,2020-07-16,2020-06-12,350326,348578,346414,1
48,0000-00-00,2018-07-06,2018-06-12,2018-05-24,271833,270558,270050,1
49,0000-00-00,2017-04-27,2017-02-27,2017-01-10,238394,238191,237518,0
50,0000-00-00,2020-08-13,2020-06-19,2020-03-03,331742,329650,323750,1
51,0000-00-00,2017-08-29,2017-06-29,2017-05-04,319244,314273,309150,1
52,0000-00-00,2020-01-30,2019-11-18,2019-10-29,376593,375596,374023,0
53,0000-00-00,2020-07-06,2020-06-30,2020-05-15,316464,311054,311053,0
54,0000-00-00,2020-10-21,2020-08-14,0000-00-00,91538,91430,0,1
55,0000-00-00,2020-08-14,0000-00-00,0000-00-00,84493,0,0,0
56,0000-00-00,2015-09-22,0000-00-00,0000-00-00,129720,0,0,1
57,0000-00-00,2020-08-13,2020-07-30,2020-07-21,142064,140739,140738,1
58,0000-00-00,2018-09-27,0000-00-00,0000-00-00,186351,0,0,0
59,0000-00-00,2020-07-15,2020-07-01,2020-04-04,112164,112145,106769,1
60,0000-00-00,2020-06-25,0000-00-00,0000-00-00,111827,0,0,1
61,0000-00-00,2020-04-23,2019-11-15,2019-08-30,78820,68129,61404,1
62,0000-00-00,2020-06-24,2020-06-10,0000-00-00,734,1,0,0
63,0000-00-00,2020-08-28,0000-00-00,0000-00-00,29,0,0,0
64,0000-00-00,2020-12-16,0000-00-00,0000-00-00,46,0,0,1
65,0000-00-00,2020-07-16,0000-00-00,0000-00-00,12,0,0,1
66,0000-00-00,2020-12-05,0000-00-00,0000-00-00,334,0,0,1
67,0000-00-00,2020-08-26,2020-06-16,2020-05-21,251011,251010,250982,1
68,0000-00-00,2020-05-21,2020-03-12,2020-03-07,108335,107257,106734,0
69,0000-00-00,2020-08-20,2020-07-22,2020-07-06,310526,308659,308658,1
70,0000-00-00,2020-06-17,2020-06-16,2020-01-16,169885,169709,166694,0
71,0000-00-00,2019-12-23,2019-11-20,2019-11-15,76547,76546,76545,0
72,0000-00-00,2020-04-06,2020-02-22,2020-01-10,151842,149978,146876,0
73,0000-00-00,2020-08-29,2020-08-27,2020-08-19,237756,237755,237754,1
74,0000-00-00,2020-06-12,2020-01-14,2019-12-06,1216,1197,1196,0
75,0000-00-00,2020-07-21,2020-05-11,2020-02-12,182512,177485,172481,1
76,0000-00-00,2019-06-27,2019-06-10,2019-06-06,193088,190950,189532,0
77,0000-00-00,2020-03-04,2019-11-30,2019-11-26,100816,98319,98061,0
78,0000-00-00,2020-06-19,2019-11-29,2019-05-23,62168,61587,59200,1
79,0000-00-00,2020-08-11,2020-06-16,2020-03-11,114043,113745,113509,0
80,0000-00-00,2020-09-10,2020-08-13,2020-07-15,135439,133570,130409,0
81,0000-00-00,2020-07-10,2020-06-09,2020-05-12,102495,101751,130388,0
82,0000-00-00,2020-08-12,2020-06-26,2020-04-07,99520,97311,91770,1
83,0000-00-00,2020-01-28,2019-12-17,2019-11-19,37664,52043,36434,0
84,0000-00-00,2020-06-26,2020-06-01,2020-03-12,67386,65243,58413,0
85,0000-00-00,2020-08-27,2020-06-25,2020-02-25,175271,169310,158933,0
86,0000-00-00,2020-06-08,2020-02-25,2019-12-12,130543,129029,126822,0
87,0000-00-00,2020-08-13,2020-06-24,2020-03-02,91165,89946,85433,0
88,0000-00-00,2019-10-15,2019-07-02,2019-05-14,90955,87234,85936,0
89,0000-00-00,2016-02-01,0000-00-00,0000-00-00,133738,0,0,0
90,0000-00-00,2019-02-11,0000-00-00,0000-00-00,1,0,0,1
91,0000-00-00,2019-01-14,0000-00-00,0000-00-00,336150,0,0,0
92,0000-00-00,2020-08-11,2020-06-24,2020-05-20,225375,223904,223125,1
93,0000-00-00,2019-12-18,2019-11-30,2019-11-19,225795,221501,221500,0
94,0000-00-00,2018-10-19,2018-07-17,2018-05-18,166701,166700,163530,0
95,0000-00-00,2020-08-25,2020-07-29,2020-05-29,228761,227401,221829,0
96,0000-00-00,2020-03-03,2019-12-23,2019-10-28,210780,208559,205947,0
97,0000-00-00,2018-01-27,2017-12-22,2017-10-10,224000,223994,223993,1
98,0000-00-00,2020-09-30,2020-08-14,2020-06-19,308252,308251,306517,0
99,0000-00-00,2020-05-22,2020-05-04,2020-02-14,357828,357228,352100,0
100,0000-00-00,2020-07-23,2020-07-15,2020-06-27,352944,352943,352942,0
101,0000-00-00,2020-06-05,2019-12-23,2019-12-13,180242,174949,174948,0
102,0000-00-00,2021-07-28,2020-08-26,2020-08-13,227196,227195,226918,0
103,0000-00-00,2020-08-03,2020-07-15,2020-06-27,336878,334164,334163,0
104,0000-00-00,2020-07-06,2020-05-26,2020-05-12,260345,257965,257964,1
105,0000-00-00,2020-06-30,2020-05-18,2020-04-27,393880,393879,392843,1
106,0000-00-00,2018-02-20,2018-01-19,2017-11-10,130193,127645,127558,0
107,0000-00-00,2020-08-20,2020-07-11,2020-05-21,181300,179405,176340,1
108,0000-00-00,2017-09-23,2017-08-11,2017-02-09,195500,195491,194875,0
109,0000-00-00,2019-08-28,2019-07-16,2019-06-11,180903,176600,173782,0
110,0000-00-00,2020-08-12,2020-08-03,2020-07-10,264973,264337,262270,0
111,0000-00-00,2020-06-18,2020-05-06,2020-04-16,195351,195350,195307,1
112,0000-00-00,2020-08-14,2020-08-10,2020-06-18,175370,175369,172450,0
113,0000-00-00,2020-08-12,2020-07-15,2020-05-22,233060,232940,231718,1
114,0000-00-00,2018-07-24,2018-04-27,2018-02-07,190900,189300,186700,1
115,0000-00-00,2020-08-10,2020-08-08,2020-07-01,147282,147281,146029,0
116,0000-00-00,2020-06-26,2020-03-11,2020-01-30,174880,172055,171100,0
117,0000-00-00,2020-08-26,2020-08-12,2020-07-02,201501,201500,199690,1
118,0000-00-00,2020-08-19,2020-06-26,2020-04-24,429825,423671,416200,0
119,0000-00-00,2020-06-02,2020-04-15,2020-03-20,238085,236421,236420,1
120,0000-00-00,2020-08-13,2020-07-15,2020-05-29,303806,301155,301154,0
121,0000-00-00,2020-02-11,2020-02-07,2019-12-16,293647,293326,288779,1
122,0000-00-00,2020-08-14,2020-08-13,2020-06-23,343777,342959,339970,0
123,0000-00-00,2020-07-30,2020-07-27,2020-07-23,226001,225601,225600,0
124,0000-00-00,2020-08-13,2020-07-07,2020-05-11,261049,261048,255817,0
125,0000-00-00,2020-08-25,2020-08-14,2020-08-13,330087,330086,330085,0
126,0000-00-00,2020-06-02,2020-03-02,2018-12-27,320283,320282,261301,0
127,0000-00-00,2020-01-29,2019-07-15,2019-06-19,156712,148342,146732,0
128,0000-00-00,2020-08-11,2020-05-22,2020-04-29,245532,241095,240508,1
129,0000-00-00,2020-08-24,2020-07-03,2020-05-07,278346,277193,276261,1
130,0000-00-00,2018-01-22,2017-06-14,2017-05-23,71547,71030,70950,1
131,0000-00-00,2020-08-08,2020-06-08,2020-05-13,183530,178191,176902,0
132,0000-00-00,2020-08-27,2020-07-01,2020-06-27,273754,269550,268290,1
133,0000-00-00,2020-08-12,2020-07-09,2020-06-16,285547,283858,282984,1
134,0000-00-00,2020-08-11,2020-07-07,2020-04-24,258440,254765,247830,0
135,0000-00-00,2020-07-27,2020-07-10,2020-06-01,357230,355752,352100,0
136,0000-00-00,2020-08-21,2020-05-18,2020-04-06,341541,335488,332915,1
137,0000-00-00,2020-11-03,2020-06-23,2020-06-10,299043,288650,287748,1
138,0000-00-00,2020-08-25,2020-06-24,2020-05-02,422750,417710,412633,1
139,0000-00-00,2020-07-06,2020-07-01,2020-04-08,292701,292700,287628,0
140,0000-00-00,2018-08-08,2018-06-19,2018-05-30,272192,266563,263550,0
141,0000-00-00,2020-02-18,2019-05-04,2019-05-02,140602,134862,134861,0
142,0000-00-00,2020-07-27,2020-07-01,2020-06-05,357568,355083,353080,1
143,0000-00-00,2018-04-19,2018-02-26,2018-01-09,175352,171673,167892,1
144,0000-00-00,2020-08-18,2020-06-26,2020-04-30,213412,207806,202700,1
145,0000-00-00,2020-08-20,2020-08-14,2020-07-10,359241,358586,356336,1
146,0000-00-00,2020-08-04,2020-07-09,2020-06-27,273025,270021,267484,1
147,0000-00-00,2018-05-28,2018-05-05,2018-04-13,206472,205400,203799,0
148,0000-00-00,2019-12-16,2019-11-06,2017-12-21,38154,37975,32334,1
149,0000-00-00,2020-08-08,2020-06-03,2020-02-17,210781,205322,200330,1
150,0000-00-00,2019-04-08,0000-00-00,0000-00-00,34910,0,0,0
151,0000-00-00,2019-07-25,2019-04-05,2019-03-28,223439,221285,221284,1
152,0000-00-00,2020-08-31,2020-07-24,2020-07-04,298015,297714,297346,0
153,0000-00-00,2020-08-22,2020-08-18,2020-07-03,239040,237600,232655,0
154,0000-00-00,2020-08-26,2020-07-15,2020-07-04,243181,243180,243179,0
155,0000-00-00,2020-08-26,2020-06-25,2020-04-07,150270,146656,141870,1
156,0000-00-00,2020-12-14,2020-08-24,2020-08-14,186391,180329,178789,0
157,0000-00-00,2020-08-26,2020-05-23,2020-04-06,212910,209006,207155,1
158,0000-00-00,2020-08-26,2020-07-30,2020-07-01,284356,284355,277451,1
159,0000-00-00,2019-07-29,2019-07-19,2019-06-19,241369,240500,237100,1
160,0000-00-00,2018-03-16,2017-11-20,2017-11-02,203280,198781,198780,0
161,0000-00-00,2020-06-08,2020-02-28,2020-01-24,191660,186689,184400,0
162,0000-00-00,2020-08-14,2020-04-13,2020-04-06,219130,213353,213352,1
163,0000-00-00,2018-03-14,2017-03-13,0000-00-00,138929,137997,0,0
164,0000-00-00,2020-08-21,2020-03-18,2020-03-10,164584,161801,161466,1
165,0000-00-00,2018-05-24,2018-01-31,0000-00-00,8700,8190,0,0
166,0000-00-00,2022-12-09,2020-12-04,2020-04-08,108202,108201,108200,1
167,0000-00-00,2020-01-22,2019-09-20,2019-02-27,32585,30961,27520,1
168,0000-00-00,2023-09-22,2020-09-30,2020-08-28,225430,172683,172682,0
169,0000-00-00,2020-07-09,2020-06-08,2020-03-06,175327,173892,168874,1
170,0000-00-00,2020-06-30,2020-06-01,2020-05-05,157880,155516,152844,1
171,0000-00-00,2020-08-27,2020-08-01,2020-07-23,172996,171226,168529,0
172,0000-00-00,2020-07-31,2020-07-14,2020-06-17,171535,170527,167910,1
173,0000-00-00,2018-08-14,2018-05-12,2017-11-10,175993,172503,168328,1
174,0000-00-00,2023-07-21,2020-03-10,2020-03-03,215364,142920,141768,1
175,0000-00-00,2020-08-05,2020-06-11,2020-04-15,139000,133524,127725,0
176,0000-00-00,2017-10-09,2017-08-29,2017-08-09,87679,84284,82739,1
177,0000-00-00,2020-07-14,2020-07-01,2020-05-06,144973,141452,141035,1
178,0000-00-00,2020-08-24,2020-07-24,2020-04-27,147220,143150,137950,0
179,0000-00-00,2020-07-07,2020-03-13,2020-03-10,129652,124072,122185,0
180,0000-00-00,2020-07-08,2020-06-12,2020-05-20,141850,138927,135871,0
181,0000-00-00,2020-06-02,2020-04-23,2020-03-12,185058,182874,179905,1
182,0000-00-00,2020-08-21,2020-07-03,2020-04-28,160146,154450,147695,0
183,0000-00-00,2020-08-15,2020-07-21,2020-07-04,176535,176534,173842,1
184,0000-00-00,2020-07-22,2020-05-20,2018-01-15,176524,174835,119889,0
185,0000-00-00,2020-08-11,2020-07-02,2020-05-22,249744,244594,239477,1
186,0000-00-00,2020-06-24,2020-05-19,2020-04-17,177887,172420,168849,0
187,0000-00-00,2017-09-18,2017-08-17,2017-03-25,157611,154851,149454,1
188,0000-00-00,2020-08-20,2020-06-05,2020-05-12,101533,97545,96511,1
189,0000-00-00,2020-08-04,2020-06-04,2020-05-27,141570,136561,136560,1
190,0000-00-00,2020-08-06,2020-05-19,2020-04-24,111061,107456,102562,0
191,0000-00-00,2020-05-06,2020-04-21,2019-01-16,30225,29550,24323,1
192,0000-00-00,2020-08-11,2020-05-28,2020-05-19,160580,155495,152848,1
193,0000-00-00,2020-08-14,2020-08-13,2020-05-11,117439,117438,113060,1
194,0000-00-00,2020-07-22,2020-06-05,2020-05-13,145168,140874,132386,0
195,0000-00-00,2020-07-27,2020-06-23,2020-05-22,146197,141125,134256,0
196,0000-00-00,2020-09-14,2020-07-27,2020-06-30,137646,133588,130000,0
197,0000-00-00,2020-07-10,2020-05-21,2020-04-03,138700,133344,128149,1
198,0000-00-00,2021-06-16,2021-03-15,2020-08-14,182901,182900,182865,0
199,0000-00-00,2020-04-23,2018-09-25,0000-00-00,60512,23105,0,1
200,0000-00-00,2020-04-16,2020-02-03,2019-05-23,99062,94037,73796,0
201,0000-00-00,2020-09-14,2020-08-26,2020-08-14,85264,81535,81534,1
202,0000-00-00,2020-06-25,2020-05-28,2020-03-05,66159,65000,60039,1
203,0000-00-00,2020-11-26,2020-08-14,2020-08-05,129867,117621,117620,0
204,0000-00-00,2020-08-14,2020-08-10,2020-06-25,149578,149577,144667,1
205,0000-00-00,2019-07-29,2019-05-06,2019-05-04,238849,238000,237240,1
206,0000-00-00,2020-08-24,2020-07-21,2020-07-04,197245,194953,192232,0
207,0000-00-00,2020-07-08,2020-04-02,2020-02-11,103780,98572,93450,1
208,0000-00-00,2019-06-10,2018-09-25,2018-04-03,95284,95283,92073,1
209,0000-00-00,2020-08-25,2020-06-18,2019-10-21,103368,103366,100155,0
210,0000-00-00,2017-07-11,2017-05-03,2017-02-09,377500,377444,371466,1
211,0000-00-00,2020-08-13,2020-07-01,2020-06-20,166420,161170,158971,1
212,0000-00-00,2020-08-26,2020-08-18,2020-07-24,92432,92431,90179,1
213,0000-00-00,2020-08-25,2020-07-08,2020-05-29,71145,65730,60804,0
214,0000-00-00,2020-07-17,2020-05-18,2020-04-13,51297,47074,45903,1
215,0000-00-00,2020-06-05,2020-05-26,2020-04-28,70601,70600,66600,1
216,0000-00-00,2020-08-13,2020-08-11,2020-07-15,90490,83385,80069,0
217,0000-00-00,2023-07-24,2023-06-22,2020-07-22,197140,197105,96149,1
218,0000-00-00,2020-08-18,2020-08-14,2020-06-30,44462,40807,40806,0
219,0000-00-00,2020-06-25,2020-03-12,2020-01-02,46155,41250,35458,0
220,0000-00-00,2020-06-26,2020-06-12,2020-04-03,106029,105290,100080,0
221,0000-00-00,2020-08-11,0000-00-00,0000-00-00,40230,0,0,1
222,0000-00-00,2021-04-14,2021-03-04,2020-09-09,48366,48354,39761,1
223,0000-00-00,2019-08-30,2019-04-29,2019-04-08,10419,10418,7011,1
224,2018-09-15,2021-03-23,2020-08-18,2020-06-26,18900,15386,13908,1
225,2019-01-10,2020-12-10,2020-09-18,2020-08-03,50215,45214,40425,1
226,0000-00-00,2020-08-12,2020-07-03,2020-05-20,35226,30238,25245,1
227,0000-00-00,2020-03-03,0000-00-00,0000-00-00,15663,0,0,0
228,0000-00-00,2020-08-25,0000-00-00,0000-00-00,17500,0,0,0
229,0000-00-00,2019-12-12,0000-00-00,0000-00-00,141777,0,0,0
230,0000-00-00,2017-02-13,0000-00-00,0000-00-00,353435,0,0,1
231,0000-00-00,2017-11-27,0000-00-00,0000-00-00,35061,0,0,0
232,0000-00-00,2018-04-24,0000-00-00,0000-00-00,153502,0,0,1
233,0000-00-00,2017-02-10,0000-00-00,0000-00-00,112072,0,0,0
234,0000-00-00,2020-06-12,0000-00-00,0000-00-00,172486,0,0,1
235,0000-00-00,2019-05-06,2019-04-30,2019-04-08,31393,31392,31391,1
236,0000-00-00,2019-03-01,0000-00-00,0000-00-00,670092,0,0,1
237,0000-00-00,2019-09-06,2019-09-04,0000-00-00,2,1,0,0
238,0000-00-00,2022-08-24,0000-00-00,0000-00-00,60276,0,0,1
239,0000-00-00,2016-02-03,0000-00-00,0000-00-00,35371,0,0,0
240,0000-00-00,2022-12-07,2022-11-08,2022-10-07,19571,19570,19569,1
241,0000-00-00,2020-03-19,2020-01-07,0000-00-00,173039,172498,0,0
242,0000-00-00,2018-07-12,0000-00-00,0000-00-00,153269,0,0,0
243,0000-00-00,2020-01-24,0000-00-00,0000-00-00,76243,0,0,0
244,0000-00-00,2016-08-02,2016-03-07,0000-00-00,117123,115000,0,0
245,0000-00-00,2016-06-11,0000-00-00,0000-00-00,120000,0,0,1
246,0000-00-00,2020-07-08,2020-05-29,2020-04-24,160260,157128,155127,1
247,0000-00-00,2020-07-23,2020-06-26,2020-06-12,200001,200000,199000,1
248,0000-00-00,2021-07-28,2020-07-30,2020-07-08,135001,135000,131809,1
249,0000-00-00,2020-07-24,2020-06-08,2020-05-28,133363,131251,129817,0
250,0000-00-00,2020-09-25,2020-08-27,2020-08-18,129985,129886,129762,1
251,0000-00-00,2019-06-06,2019-04-11,2018-12-12,93200,92899,91042,1
252,0000-00-00,2020-08-12,2020-07-21,2020-06-03,196152,196151,190835,1
253,0000-00-00,2020-09-29,2020-08-11,2020-07-31,194809,189387,187671,0
254,0000-00-00,2020-10-23,2020-08-26,2020-08-24,145512,142211,142210,0
255,0000-00-00,2020-08-19,2020-08-14,2020-05-16,126266,121051,121050,1
256,0000-00-00,2020-08-24,2020-07-24,2020-07-15,130979,128781,125939,0
257,0000-00-00,2020-06-13,2020-05-28,2020-05-11,188717,186983,186982,0
258,0000-00-00,2017-10-31,2017-06-23,2017-03-30,397584,395652,392794,1
259,0000-00-00,2020-01-16,2019-11-20,2019-07-29,73004,73003,73002,1
260,0000-00-00,2020-07-23,2020-01-23,2019-10-25,17018,14384,12857,0
261,0000-00-00,2020-08-26,2020-07-21,2020-05-04,172564,172563,167556,0
262,0000-00-00,2017-01-10,0000-00-00,0000-00-00,28001,0,0,0
263,0000-00-00,2020-08-14,2020-08-11,2020-06-19,416998,416997,414256,1
264,0000-00-00,2017-03-04,0000-00-00,0000-00-00,2632,0,0,0
265,0000-00-00,2017-06-01,2017-05-23,2017-05-16,301346,298818,298817,1
266,0000-00-00,2020-08-14,2020-04-21,2020-03-14,297516,297515,295945,0
267,0000-00-00,2017-06-07,2017-05-23,2017-03-21,268907,267907,263275,1
268,0000-00-00,2020-06-03,2020-02-17,2020-01-09,124638,120772,119622,0
269,0000-00-00,2021-07-28,2020-07-31,2020-04-30,405081,405080,400190,0
270,0000-00-00,2020-08-19,2020-07-22,2020-07-16,282635,281151,281150,0
271,0000-00-00,2020-05-07,2020-01-16,2019-11-06,227341,226871,224950,0
272,0000-00-00,2020-03-13,2020-02-07,2019-11-07,206487,205600,204533,0
273,0000-00-00,2017-11-02,2017-10-14,2017-08-09,183005,183001,183000,1
274,0000-00-00,2017-02-21,2017-02-10,2017-01-11,241000,240461,238580,0
275,0000-00-00,2020-06-05,2019-11-13,2019-11-08,261902,258421,258085,1
276,0000-00-00,2018-09-25,2018-08-16,2018-06-20,228550,223416,223415,1
277,0000-00-00,2020-08-26,2020-07-28,2020-06-17,270587,270586,268090,0
278,0000-00-00,2020-07-31,2020-07-16,2019-12-14,188982,188981,188980,1
279,0000-00-00,2020-08-21,2020-07-22,2020-06-17,240475,239854,238948,0
280,0000-00-00,2018-05-05,2017-12-12,2017-10-04,240600,227890,221150,1
281,0000-00-00,2020-01-22,2019-11-22,2019-11-12,196964,196963,196872,0
282,0000-00-00,2020-08-26,2020-05-02,2020-04-15,236426,236425,235524,1
283,0000-00-00,2017-03-29,2017-03-10,2017-02-18,213833,211315,207698,1
284,0000-00-00,2020-09-25,2020-08-26,2020-08-14,209673,206788,206787,1
285,0000-00-00,2020-06-17,2020-06-04,2020-05-19,191259,190884,190043,1
286,0000-00-00,2020-08-21,2020-07-15,2020-06-23,261712,257760,257751,1
287,0000-00-00,2020-08-22,2020-06-11,2020-03-09,265820,260760,254620,0
288,0000-00-00,2020-06-20,2020-06-11,2020-04-24,314598,314477,313285,1
289,0000-00-00,2020-08-26,2020-07-27,2020-06-19,371060,371059,365704,0
290,0000-00-00,2020-08-26,2020-06-08,2020-04-16,233370,233369,232878,1
291,0000-00-00,2017-04-28,2017-02-10,2017-01-31,211191,206562,206561,1
292,0000-00-00,2020-07-29,2020-07-09,2020-05-22,262830,262829,262828,0
293,0000-00-00,2020-03-07,2017-08-25,2017-07-24,223543,184650,183446,0
294,0000-00-00,2020-08-14,2020-07-11,2020-04-28,235725,235724,234421,0
295,0000-00-00,2020-08-11,2020-07-23,2020-05-07,221315,219777,217639,0
296,0000-00-00,2020-06-05,2020-03-03,2020-01-02,243699,238647,234355,1
297,0000-00-00,2020-07-27,2020-07-10,2020-05-26,268278,268277,266834,0
298,0000-00-00,2021-02-15,2020-08-19,2020-07-23,246345,232429,229985,0
299,0000-00-00,2020-08-24,2020-06-17,2020-03-11,290605,285178,280337,0
300,0000-00-00,2020-07-21,2020-07-13,2020-07-10,251948,251947,251946,0
301,0000-00-00,2020-07-17,2020-05-19,2020-03-19,184767,183978,182736,0
302,0000-00-00,2020-06-16,2020-04-30,2020-02-07,158374,157197,152200,1
303,0000-00-00,2020-06-30,2020-06-08,2020-05-16,189718,189717,188030,0
304,0000-00-00,2020-08-26,2020-07-28,2020-06-08,244664,244663,241015,1
305,0000-00-00,2023-09-18,2020-08-26,2020-07-06,246592,200492,200491,1
306,0000-00-00,2020-04-02,2019-12-09,2019-06-04,62560,61944,58114,1
307,0000-00-00,2020-03-09,2020-01-16,2019-11-28,56352,53555,51984,1
308,0000-00-00,2019-10-22,2019-09-20,2019-04-08,44188,43851,43850,1
309,0000-00-00,2020-11-18,2020-08-14,2020-06-16,164305,156478,156477,0
310,0000-00-00,2020-07-03,2020-06-03,2019-10-07,33650,33160,29830,0
311,0000-00-00,2020-07-23,2020-05-08,2020-04-11,143890,138805,137342,0
312,0000-00-00,2021-02-09,2020-08-26,0000-00-00,170655,160157,0,1
313,0000-00-00,2020-07-08,2020-04-24,2020-04-06,160156,155868,153638,0
314,0000-00-00,2020-08-27,2020-07-15,2020-07-10,140009,140008,140007,1
315,0000-00-00,2020-06-27,2020-05-12,2020-05-07,709003,707284,707242,1
316,0000-00-00,2017-11-27,2017-05-22,0000-00-00,668421,657862,0,1
317,0000-00-00,2020-08-04,2020-07-27,2020-07-15,141510,140987,140986,1
318,0000-00-00,2020-06-12,2020-05-19,2020-05-06,140985,139441,137677,0
319,0000-00-00,2021-03-17,2021-03-12,2020-08-03,159197,159196,135888,1
320,0000-00-00,2019-12-30,2019-12-19,2019-11-27,104000,101910,100428,1
321,0000-00-00,2020-07-08,2020-05-18,2020-03-12,136632,130847,125780,0
322,0000-00-00,2020-08-19,2020-07-08,2020-06-27,91655,86181,82602,1
323,0000-00-00,2020-09-30,2020-09-16,2020-08-14,267659,267658,266813,0
324,0000-00-00,2020-08-14,2020-08-11,2020-07-27,234024,234023,232140,0
325,0000-00-00,2020-06-16,2020-05-13,2020-03-11,111938,111937,105501,0
326,0000-00-00,2019-10-17,2019-10-07,2019-08-26,97656,97591,94907,0
327,0000-00-00,2020-05-26,2020-04-17,2020-02-21,111749,106816,101678,1
328,0000-00-00,2020-12-07,2020-08-13,2020-08-11,107938,97175,97160,1
329,0000-00-00,2020-11-12,2020-07-27,2020-07-15,114744,105880,104962,1
330,0000-00-00,2020-06-05,2020-04-04,2019-12-23,113312,107886,105823,1
331,0000-00-00,2020-08-08,2020-08-05,2020-07-27,131024,129333,129332,1
332,0000-00-00,2020-11-17,2020-07-15,2020-06-26,155037,144821,143271,1
333,0000-00-00,2021-06-04,2021-06-01,2020-07-25,123364,123363,103087,0
334,0000-00-00,2020-08-14,2020-03-03,2020-01-27,93937,93936,91634,1
335,0000-00-00,2021-01-20,2020-08-27,2020-08-26,124779,113902,108653,0
336,0000-00-00,2020-07-08,2020-06-25,2020-05-18,108652,103161,103160,0
337,0000-00-00,2020-08-14,2020-08-06,2020-07-27,195185,195184,189615,1
338,0000-00-00,2020-07-21,2020-06-18,2020-05-06,128703,121580,118296,0
339,0000-00-00,2020-08-14,2020-06-10,2020-06-04,138831,138830,138694,0
340,0000-00-00,2020-07-23,2020-05-28,2020-02-08,140200,140188,136892,1
341,0000-00-00,2020-07-31,2020-04-27,2020-04-16,157103,151984,151287,1
