id,fecha_entrega,fecha_ultima,fecha_penultima,fecha_antepenultima,kms_ultima,kms_penultima,kms_antepenultima,dias_para_5000
182,0000-00-00,2021-10-21,2021-08-25,2021-05-18,146116,142256,138460,0
183,0000-00-00,2021-05-15,2020-12-24,0000-00-00,105950,100870,0,0
184,0000-00-00,2021-10-15,2021-10-11,0000-00-00,118024,118023,0,0
185,0000-00-00,2021-08-31,2021-05-10,0000-00-00,148476,31,0,0
186,0000-00-00,2021-10-22,0000-00-00,0000-00-00,154087,0,0,1
187,0000-00-00,2021-11-11,2021-10-27,2021-08-24,129851,127897,123996,1
188,0000-00-00,2021-08-17,2021-06-09,2021-04-20,101103,95939,90012,0
189,0000-00-00,2021-05-24,2021-04-19,2021-02-01,142021,139675,133293,1
190,0000-00-00,2021-10-11,2021-05-14,2021-04-08,149711,136318,132673,0
191,0000-00-00,2022-02-18,2021-08-19,2020-12-17,130939,126447,111986,1
192,0000-00-00,2020-11-11,0000-00-00,0000-00-00,88755,0,0,0
193,0000-00-00,2021-04-12,2020-12-14,0000-00-00,94147,89300,0,0
194,0000-00-00,2021-10-19,0000-00-00,0000-00-00,120478,0,0,0
195,0000-00-00,2021-10-02,2021-08-11,2021-03-05,117257,113806,106024,1
196,0000-00-00,2021-11-11,2021-08-21,2021-03-10,85061,79720,71410,0
197,0000-00-00,2021-09-27,2021-08-11,2021-01-20,83383,82164,76200,0
198,0000-00-00,2020-12-10,0000-00-00,0000-00-00,73949,0,0,1
199,0000-00-00,2021-11-25,2021-11-10,2021-08-10,165841,165840,161063,0
200,0000-00-00,2021-09-21,2021-03-11,2020-11-23,56065,45511,38422,1
201,0000-00-00,2021-11-09,2021-08-23,2021-02-03,184985,178386,172607,0
202,0000-00-00,2021-02-16,0000-00-00,0000-00-00,91641,0,0,1
203,0000-00-00,2021-10-21,2021-04-29,0000-00-00,47031,45745,0,0
204,0000-00-00,2021-10-22,2021-08-05,2021-04-24,145672,140850,134773,1
205,0000-00-00,2021-10-19,2021-09-24,2021-05-07,66425,65881,61620,0
206,0000-00-00,2021-08-21,2021-05-27,2021-03-26,103309,96134,87100,0
207,0000-00-00,2021-03-08,2021-02-06,0000-00-00,87163,85556,0,1
208,0000-00-00,2021-09-14,2021-05-10,2021-01-19,110065,100160,97524,1
209,0000-00-00,2021-10-01,2021-05-12,2021-05-10,103700,99811,99810,1
210,0000-00-00,2021-10-21,2021-08-27,2021-05-27,121317,117737,110680,1
211,0000-00-00,2021-10-29,2021-10-01,2021-05-04,107362,107006,92665,0
212,0000-00-00,2021-10-13,2021-02-26,0000-00-00,176506,166699,0,1
213,0000-00-00,2021-08-18,2021-04-08,2021-01-22,106753,96010,90276,0
214,0000-00-00,2021-08-20,2021-03-18,2021-03-03,66143,70077,65113,0
215,0000-00-00,2021-04-14,0000-00-00,0000-00-00,90970,0,0,0
216,0000-00-00,2021-05-07,2020-12-11,2020-12-04,93700,87936,87935,1
217,0000-00-00,2021-11-04,2021-08-30,2020-12-03,84959,73838,73837,0
218,0000-00-00,2021-09-28,2021-08-13,2021-06-09,97690,95884,91327,1
219,0000-00-00,2021-03-10,2020-11-14,0000-00-00,76428,70843,0,1
220,0000-00-00,2020-12-11,0000-00-00,0000-00-00,46328,0,0,1
221,0000-00-00,2021-09-29,2021-04-08,2021-01-14,73319,62234,55590,0
222,0000-00-00,2021-03-04,0000-00-00,0000-00-00,54800,0,0,1
223,0000-00-00,2021-04-07,2021-01-20,2020-11-12,100060,94023,88586,0
224,0000-00-00,2021-08-09,2021-03-10,2020-12-16,97599,95814,90872,0
225,0000-00-00,2021-08-23,2021-01-22,0000-00-00,95401,91476,0,1
226,0000-00-00,2021-06-30,2021-04-06,2021-01-29,149776,143539,138050,1
227,0000-00-00,2020-12-11,0000-00-00,0000-00-00,13209,0,0,1
228,0000-00-00,2021-08-14,2021-06-18,2021-05-27,98481,99964,99633,0
229,0000-00-00,2021-08-13,2021-05-27,2020-12-01,164517,165462,160797,1
230,0000-00-00,2021-09-27,2021-05-27,2021-05-07,123204,122930,122867,0
231,0000-00-00,2021-08-30,2021-04-13,2021-03-01,123715,112598,110959,1
232,0000-00-00,2021-06-18,2021-05-27,2021-02-11,122141,120220,118016,0
233,0000-00-00,2021-09-21,2021-07-14,2021-03-24,106429,101575,96143,1
234,0000-00-00,2021-10-27,2021-05-27,2021-04-06,98250,93350,91667,1
235,0000-00-00,2021-09-10,2021-03-12,2020-11-30,49000,42723,37097,1
236,0000-00-00,2021-10-15,2021-02-18,2020-11-14,57168,51363,46042,1
237,0000-00-00,2021-08-17,2021-04-22,0000-00-00,55395,53260,0,1
238,0000-00-00,2021-05-10,0000-00-00,0000-00-00,196136,0,0,0
239,0000-00-00,2021-02-10,0000-00-00,0000-00-00,55569,0,0,1
240,0000-00-00,2021-08-12,2021-04-20,2021-02-02,63254,57957,52637,0
241,0000-00-00,2021-12-30,2021-05-11,2021-03-04,79396,60710,53624,0
242,0000-00-00,2021-10-11,2021-08-13,2021-06-03,97293,92199,84936,0
243,0000-00-00,2021-09-10,0000-00-00,0000-00-00,52870,0,0,1
244,0000-00-00,2021-10-21,2021-05-10,2021-02-08,74160,64497,58640,1
245,0000-00-00,2021-09-07,2021-08-17,2021-05-03,63060,62080,57052,1
246,0000-00-00,2021-09-17,0000-00-00,0000-00-00,60694,0,0,0
247,0000-00-00,2021-10-09,0000-00-00,0000-00-00,50030,0,0,0
248,0000-00-00,2021-10-06,2021-09-27,2021-04-07,78520,77444,68254,1
249,0000-00-00,2021-09-20,2021-05-04,2020-12-09,61232,55942,49197,0
250,0000-00-00,2021-11-12,2021-02-16,0000-00-00,172138,150285,0,1
251,0000-00-00,2021-09-14,2021-05-26,2021-03-01,74112,69107,63794,0
252,0000-00-00,2021-09-13,2021-04-07,2021-01-19,67747,60721,55418,1
253,0000-00-00,2021-09-23,2021-07-06,2021-06-18,135726,311565,131560,1
254,0000-00-00,2021-08-19,2021-03-09,0000-00-00,140850,1710,0,0
255,0000-00-00,2021-04-23,0000-00-00,0000-00-00,45789,0,0,0
256,0000-00-00,2021-08-12,0000-00-00,0000-00-00,41305,0,0,1
257,0000-00-00,2021-03-09,0000-00-00,0000-00-00,38793,0,0,1
258,0000-00-00,2021-04-14,0000-00-00,0000-00-00,37750,0,0,1
259,0000-00-00,2021-04-08,2020-11-17,0000-00-00,37647,34000,0,0
260,0000-00-00,2021-04-08,0000-00-00,0000-00-00,34679,0,0,1
261,0000-00-00,2021-03-11,0000-00-00,0000-00-00,44113,0,0,0
262,0000-00-00,2021-04-14,0000-00-00,0000-00-00,76200,0,0,1
263,0000-00-00,2021-08-24,0000-00-00,0000-00-00,11763,0,0,1
264,0000-00-00,2021-10-16,0000-00-00,0000-00-00,117238,0,0,1
265,0000-00-00,2021-03-09,2021-02-11,0000-00-00,250273,249025,0,0
266,0000-00-00,2021-05-14,2021-03-05,2021-01-18,138579,132884,127889,1
267,2015-12-28,2021-05-28,2021-05-05,2021-03-17,136195,132384,132383,0
268,0000-00-00,2021-11-02,0000-00-00,0000-00-00,59657,0,0,1
269,0000-00-00,2021-10-07,2021-10-02,2021-09-28,63800,63799,63798,0
270,0000-00-00,2021-11-09,2021-09-09,2021-04-14,71540,64680,49590,0
271,0000-00-00,2021-08-27,2021-03-01,0000-00-00,61587,40315,0,0
272,0000-00-00,2021-07-22,2021-03-24,0000-00-00,60700,50000,0,0
273,0000-00-00,2021-08-13,0000-00-00,0000-00-00,41450,0,0,0
274,0000-00-00,2021-10-21,0000-00-00,0000-00-00,33354,0,0,0
275,0000-00-00,2021-08-24,2021-05-13,2020-11-24,67180,59754,41300,1
276,0000-00-00,2017-08-25,2017-08-22,0000-00-00,16,15,0,0
277,0000-00-00,2021-11-19,2021-11-04,0000-00-00,206487,206045,0,0
278,0000-00-00,2022-01-19,2021-07-28,0000-00-00,284034,272604,0,1
279,0000-00-00,2021-06-15,0000-00-00,0000-00-00,230448,0,0,1
280,0000-00-00,2021-11-30,2021-09-06,0000-00-00,133228,128929,0,0
281,0000-00-00,2021-12-10,2021-11-11,2021-10-28,58140,56842,55573,0
282,0000-00-00,2021-11-30,2021-09-07,0000-00-00,45118,38756,0,1
283,0000-00-00,2021-09-03,0000-00-00,0000-00-00,16428,0,0,1
284,0000-00-00,2018-06-22,0000-00-00,0000-00-00,10,0,0,0
285,0000-00-00,2021-02-10,0000-00-00,0000-00-00,138930,0,0,1
286,0000-00-00,2021-03-25,2021-02-12,2020-11-24,230363,229567,226693,1
287,0000-00-00,2021-03-20,2021-02-04,2020-12-02,304313,303992,303962,1
288,0000-00-00,2021-01-28,2020-12-16,0000-00-00,254620,254396,0,0
289,0000-00-00,2021-04-06,2020-11-23,0000-00-00,373522,364164,0,0
290,0000-00-00,2021-03-10,2021-02-15,2021-02-05,242415,242012,236208,0
291,0000-00-00,2021-01-13,2020-12-15,0000-00-00,280896,279591,0,1
292,0000-00-00,2021-03-10,2021-01-05,0000-00-00,219932,219897,0,0
293,0000-00-00,2021-04-16,2020-11-25,0000-00-00,224235,211253,0,1
294,2011-11-11,2016-01-29,0000-00-00,0000-00-00,110000,0,0,0
295,0000-00-00,2021-01-05,0000-00-00,0000-00-00,252403,0,0,1
296,0000-00-00,2021-03-10,0000-00-00,0000-00-00,270738,0,0,1
297,0000-00-00,2020-12-14,0000-00-00,0000-00-00,161916,0,0,0
298,0000-00-00,2015-04-24,2015-03-03,0000-00-00,5305,5305,0,1
299,0000-00-00,2021-03-17,2021-02-02,2020-11-24,175923,170937,163477,1
300,0000-00-00,2021-07-06,2021-02-02,2016-12-09,197043,185859,51402,0
301,0000-00-00,2020-12-09,2016-09-19,2016-08-10,189693,52623,46811,1
302,0000-00-00,2021-05-18,2021-01-29,2016-04-28,105950,86000,20674,1
303,0000-00-00,2015-10-06,2015-07-03,2015-04-24,16550,11433,5404,1
304,0000-00-00,2021-02-05,0000-00-00,0000-00-00,163432,0,0,1
305,0000-00-00,2021-02-11,0000-00-00,0000-00-00,158848,0,0,0
306,0000-00-00,2021-05-18,0000-00-00,0000-00-00,176597,0,0,1
307,0000-00-00,2022-08-01,2022-06-25,2020-12-02,42106,53120,35999,0
308,0000-00-00,2021-02-12,2021-01-22,2020-12-23,40431,38354,38271,0
309,0000-00-00,2020-11-20,0000-00-00,0000-00-00,78789,0,0,0
310,0000-00-00,2021-03-11,0000-00-00,0000-00-00,101633,0,0,1
311,0000-00-00,2020-11-25,0000-00-00,0000-00-00,201430,0,0,1
312,0000-00-00,2021-02-03,2021-01-20,0000-00-00,50230,48920,0,0
313,0000-00-00,2021-02-12,2020-11-30,0000-00-00,338936,332826,0,1
314,0000-00-00,2021-02-01,2020-12-04,0000-00-00,67242,58943,0,0
315,0000-00-00,2021-01-05,0000-00-00,0000-00-00,22329,0,0,0
316,0000-00-00,2018-10-08,0000-00-00,0000-00-00,162000,0,0,1
317,0000-00-00,2020-07-02,0000-00-00,0000-00-00,144564,0,0,0
318,0000-00-00,2019-09-12,2018-06-14,0000-00-00,94000,93171,0,0
319,0000-00-00,2018-01-16,0000-00-00,0000-00-00,30192,0,0,1
320,0000-00-00,2018-07-26,2018-05-07,2018-01-18,46870,40188,34778,0
321,0000-00-00,2018-01-16,0000-00-00,0000-00-00,30000,0,0,1
322,0000-00-00,2018-01-12,0000-00-00,0000-00-00,50951,0,0,1
323,0000-00-00,2018-09-25,2018-04-04,0000-00-00,36384,31166,0,0
324,0000-00-00,2016-04-04,2016-02-16,0000-00-00,11,10,0,1
325,0000-00-00,2018-06-20,0000-00-00,0000-00-00,2000,0,0,1
326,0000-00-00,2015-01-07,2015-01-06,0000-00-00,95593,95545,0,0
327,0000-00-00,2017-09-22,2017-08-05,0000-00-00,21,20,0,1
328,0000-00-00,2023-06-06,0000-00-00,0000-00-00,9,0,0,1
329,0000-00-00,2023-06-06,0000-00-00,0000-00-00,41,0,0,1
330,0000-00-00,2022-12-19,0000-00-00,0000-00-00,657,0,0,1
331,0000-00-00,2023-06-05,2023-01-12,0000-00-00,42,41,0,0
332,0000-00-00,2023-08-09,2023-03-10,2023-02-08,701,700,667,0
333,0000-00-00,2023-03-27,2023-03-10,0000-00-00,701,700,0,1
334,0000-00-00,2023-01-31,0000-00-00,0000-00-00,1,0,0,1
335,0000-00-00,2020-12-01,0000-00-00,0000-00-00,210029,0,0,0
336,0000-00-00,2021-03-10,2020-12-11,0000-00-00,241440,238143,0,0
337,0000-00-00,2018-12-12,2018-10-02,2018-09-11,171669,165392,165390,0
338,0000-00-00,2019-06-12,2019-05-02,2019-04-01,230428,227208,224220,0
339,0000-00-00,2019-07-09,2019-02-11,2019-02-04,145045,140010,139900,0
340,0000-00-00,2019-05-20,2019-02-09,2019-01-08,144081,144080,136500,0
341,0000-00-00,2018-07-28,2018-07-25,2018-05-11,187010,187000,186558,1
342,0000-00-00,2018-10-09,2018-08-02,2018-07-06,182600,182525,180580,0
343,0000-00-00,2018-07-26,2018-05-18,2018-04-28,132000,131773,131532,0
344,0000-00-00,2019-01-25,2018-08-17,2018-07-07,150050,150045,148481,0
345,0000-00-00,2018-12-21,2018-09-18,2018-09-06,174679,168370,167257,1
346,0000-00-00,2019-03-18,2019-02-25,2019-02-04,177200,177178,175105,0
347,0000-00-00,2018-10-10,2018-02-09,2018-02-07,175184,166383,166382,0
348,0000-00-00,2021-01-12,2020-09-04,2020-05-23,107029,101778,98547,1
349,0000-00-00,2018-12-14,2018-11-24,2018-09-28,133991,131752,126752,0
